CoC_Number,State,CoC_Name,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_TH_Homeless,Sheltered_SH_Homeless,Sheltered_Total_Homeless,Unsheltered_Homeless,Homeless_Individuals,Homeless_People_in_Families,Chronically_Homeless,Homeless_Veterans,Homeless_Unaccompanied_Youth_Under_18,Count_Year
TN-503,TN,Central Tennessee CoC,268,99,110,0,209,59,189,79,54,56,0,2015
TN-503,TN,Central Tennessee CoC,245,107,125,0,232,13,190,55,29,41,,2012
TN-503,TN,Central Tennessee CoC,283,124,146,0,270,13,245,38,32,45,,2013
TN-503,TN,Central Tennessee CoC,285,133,127,0,260,25,201,84,45,55,0,2017
TN-503,TN,Central Tennessee CoC,296,125,145,0,270,26,227,69,32,48,0,2016
TN-503,TN,Central Tennessee CoC,286,121,119,0,240,46,224,62,28,65,,2014
TN-504,TN,Nashville-Davidson County CoC,2069,1171,637,11,1819,250,1806,263,943,305,,2013
TN-504,TN,Nashville-Davidson County CoC,2234,1593,422,12,2027,207,1904,330,1006,285,,2014
TN-504,TN,Nashville-Davidson County CoC,2298,1300,377,5,1682,616,2103,195,637,259,5,2018
TN-504,TN,Nashville-Davidson County CoC,2154,1116,560,8,1684,470,1760,394,661,236,1,2015
TN-504,TN,Nashville-Davidson County CoC,1934,844,715,12,1571,363,1690,244,1055,393,,2012
TN-504,TN,Nashville-Davidson County CoC,2337,1390,308,0,1698,639,1990,347,617,223,6,2017
TN-504,TN,Nashville-Davidson County CoC,2365,1230,462,0,1692,673,2069,296,978,230,6,2016
TN-506,TN,Upper Cumberland CoC,252,165,3,0,168,84,157,95,25,15,1,2017
TN-506,TN,Upper Cumberland CoC,658,109,50,0,159,499,480,178,39,24,,2012
TN-506,TN,Upper Cumberland CoC,342,109,75,0,184,158,254,88,31,31,,2014
TN-506,TN,Upper Cumberland CoC,372,80,68,0,148,224,207,165,74,11,,2013
TN-506,TN,Upper Cumberland CoC,362,91,85,0,176,186,275,87,36,15,0,2015
TN-506,TN,Upper Cumberland CoC,258,194,18,0,212,46,150,108,9,8,0,2018
TN-506,TN,Upper Cumberland CoC,249,161,26,0,187,62,135,114,30,13,0,2016
TN-507,TN,Jackson/West Tennessee CoC,1541,114,42,7,163,1378,1119,422,164,57,1,2016
TN-507,TN,Jackson/West Tennessee CoC,1026,80,36,6,122,904,606,420,72,5,0,2018
TN-507,TN,Jackson/West Tennessee CoC,1601,138,62,5,205,1396,1014,587,260,88,,2014
TN-507,TN,Jackson/West Tennessee CoC,1673,190,72,8,270,1403,1021,652,264,105,,2013
TN-507,TN,Jackson/West Tennessee CoC,1103,97,31,6,134,969,707,396,212,36,4,2017
TN-507,TN,Jackson/West Tennessee CoC,1692,135,87,8,230,1462,1071,621,256,96,,2012
TN-507,TN,Jackson/West Tennessee CoC,1563,91,53,7,151,1412,985,578,255,67,0,2015
TN-509,TN,Appalachian Regional CoC,360,191,59,0,250,110,291,69,51,37,3,2018
TN-509,TN,Appalachian Regional CoC,424,225,98,0,323,101,303,121,56,122,,2012
TN-509,TN,Appalachian Regional CoC,448,221,78,0,299,149,366,82,117,56,3,2016
TN-509,TN,Appalachian Regional CoC,598,291,141,0,432,166,472,126,179,148,,2014
TN-509,TN,Appalachian Regional CoC,694,347,70,0,417,277,487,207,216,101,,2013
TN-509,TN,Appalachian Regional CoC,577,322,103,0,425,152,438,139,130,127,0,2015
TN-509,TN,Appalachian Regional CoC,450,231,74,0,305,145,342,108,73,43,0,2017
TN-510,TN,Murfreesboro/Rutherford County CoC,289,133,36,0,169,120,221,68,39,16,0,2015
TN-510,TN,Murfreesboro/Rutherford County CoC,241,106,55,0,161,80,177,64,71,20,,2013
TN-510,TN,Murfreesboro/Rutherford County CoC,306,150,37,0,187,119,238,68,37,21,2,2016
TN-510,TN,Murfreesboro/Rutherford County CoC,218,90,32,0,122,96,149,69,75,19,,2012
TN-510,TN,Murfreesboro/Rutherford County CoC,258,141,41,0,182,76,190,68,78,21,,2014
TN-510,TN,Murfreesboro/Rutherford County CoC,283,166,43,0,209,74,229,54,100,17,0,2018
TN-510,TN,Murfreesboro/Rutherford County CoC,316,193,34,0,227,89,249,67,73,21,0,2017
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",630,253,57,0,310,320,342,288,93,11,2,2016
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",777,193,103,0,296,481,500,277,247,37,,2012
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",796,222,82,0,304,492,529,267,173,37,,2013
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",933,277,46,0,323,610,419,514,147,20,,2014
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",966,391,51,0,442,524,526,440,149,18,13,2015
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",798,216,82,0,298,500,525,273,162,25,1,2018
TN-512,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",752,277,91,0,368,384,423,329,104,10,1,2017
TX-500,TX,San Antonio/Bexar County CoC,3670,1308,693,42,2043,1627,1289,2381,539,286,,2012
TX-500,TX,San Antonio/Bexar County CoC,2743,1030,611,0,1641,1102,1899,844,651,228,0,2017
TX-500,TX,San Antonio/Bexar County CoC,2781,982,645,17,1644,1137,2048,733,521,263,29,2016
TX-500,TX,San Antonio/Bexar County CoC,2891,1063,629,41,1733,1158,2065,826,691,284,6,2015
TX-500,TX,San Antonio/Bexar County CoC,3066,1311,402,0,1713,1353,2265,801,479,228,0,2018
TX-500,TX,San Antonio/Bexar County CoC,2980,1033,660,44,1737,1243,2165,815,621,122,,2013
TX-500,TX,San Antonio/Bexar County CoC,2892,1037,890,43,1970,922,1925,967,614,263,,2014
TX-503,TX,Austin/Travis County CoC,1987,991,535,13,1539,448,1287,700,384,176,,2014
TX-503,TX,Austin/Travis County CoC,1832,768,384,13,1165,667,1266,566,494,238,8,2015
TX-503,TX,Austin/Travis County CoC,2036,821,370,11,1202,834,1460,576,553,169,11,2017
TX-503,TX,Austin/Travis County CoC,2147,730,388,15,1133,1014,1595,552,498,170,11,2018
TX-503,TX,Austin/Travis County CoC,2244,772,587,16,1375,869,1572,672,733,353,,2012
TX-503,TX,Austin/Travis County CoC,2090,847,463,15,1325,765,1474,616,458,300,,2013
TX-503,TX,Austin/Travis County CoC,2138,890,416,16,1322,816,1513,625,742,257,10,2016
TX-600,TX,"Dallas City & County, Irving CoC",3141,1775,980,23,2778,363,2219,922,615,291,22,2015
TX-600,TX,"Dallas City & County, Irving CoC",3163,1708,1181,23,2912,251,1962,1201,502,303,,2013
TX-600,TX,"Dallas City & County, Irving CoC",3514,2072,1176,24,3272,242,1861,1653,489,335,,2014
TX-600,TX,"Dallas City & County, Irving CoC",4121,1972,785,23,2780,1341,3187,934,587,320,43,2018
TX-600,TX,"Dallas City & County, Irving CoC",3810,1968,1080,23,3071,739,2633,1177,597,307,34,2016
TX-600,TX,"Dallas City & County, Irving CoC",3789,1897,786,19,2702,1087,2990,799,542,358,46,2017
TX-600,TX,"Dallas City & County, Irving CoC",3447,1840,1377,25,3242,205,1598,1849,442,409,,2012
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",1938,1088,407,20,1515,423,1379,559,189,205,11,2016
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",2390,1126,965,18,2109,281,1282,1108,226,217,,2013
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",2015,1228,89,20,1337,678,1605,410,278,159,10,2018
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",1914,1245,432,20,1697,217,1351,563,136,193,12,2015
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",2425,1273,948,20,2241,184,1390,1035,331,252,,2014
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",1941,1294,237,20,1551,390,1344,597,234,186,15,2017
TX-601,TX,"Fort Worth, Arlington/Tarrant County CoC",2123,1166,800,21,1987,136,1269,854,225,164,,2012
TX-603,TX,El Paso City & County CoC,1260,613,446,20,1079,181,749,511,179,123,,2014
TX-603,TX,El Paso City & County CoC,892,518,197,0,715,177,572,320,151,81,9,2018
TX-603,TX,El Paso City & County CoC,1236,578,456,20,1054,182,742,494,115,112,,2012
TX-603,TX,El Paso City & County CoC,1193,583,414,19,1016,177,691,502,96,90,2,2017
TX-603,TX,El Paso City & County CoC,1100,494,473,20,987,113,584,516,105,71,3,2016
TX-603,TX,El Paso City & County CoC,1107,523,462,20,1005,102,612,495,132,92,6,2015
TX-603,TX,El Paso City & County CoC,1217,544,472,20,1036,181,717,500,131,136,,2013
TX-604,TX,Waco/McLennan County CoC,246,108,94,0,202,44,148,98,32,31,,2014
TX-604,TX,Waco/McLennan County CoC,267,136,87,1,224,43,120,147,35,17,2,2016
TX-604,TX,Waco/McLennan County CoC,221,93,67,2,162,59,125,96,26,19,0,2017
TX-604,TX,Waco/McLennan County CoC,295,118,111,1,230,65,118,177,30,32,,2013
TX-604,TX,Waco/McLennan County CoC,319,156,102,0,258,61,162,157,34,58,,2012
TX-604,TX,Waco/McLennan County CoC,188,79,50,1,130,58,117,71,22,23,0,2018
TX-604,TX,Waco/McLennan County CoC,255,96,93,2,191,64,157,98,44,30,0,2015
TX-607,TX,Texas Balance of State CoC,9943,2774,1289,0,4063,5880,7281,2662,2434,823,,2014
TX-607,TX,Texas Balance of State CoC,6048,2564,1096,0,3660,2388,3898,2150,853,64,69,2016
TX-607,TX,Texas Balance of State CoC,7638,2881,679,0,3560,4078,5767,1871,644,451,31,2018
TX-607,TX,Texas Balance of State CoC,12764,2444,898,0,3342,9422,7727,5037,2895,1728,,2012
TX-607,TX,Texas Balance of State CoC,7153,2617,966,0,3583,3570,4808,2345,879,674,36,2017
TX-607,TX,Texas Balance of State CoC,10128,2575,1363,0,3938,6190,7519,2609,2022,1766,,2013
TX-607,TX,Texas Balance of State CoC,7016,2947,1143,0,4090,2926,4643,2373,1428,653,122,2015
TX-611,TX,Amarillo CoC,592,516,56,0,572,20,445,147,85,57,0,2016
TX-611,TX,Amarillo CoC,516,398,70,0,468,48,391,125,122,106,,2013
TX-611,TX,Amarillo CoC,531,419,0,0,419,112,475,56,112,61,0,2017
TX-611,TX,Amarillo CoC,528,408,69,0,477,51,383,145,77,79,,2012
TX-611,TX,Amarillo CoC,451,369,79,0,448,3,296,155,86,55,,2014
TX-611,TX,Amarillo CoC,478,398,74,0,472,6,318,160,69,46,0,2015
TX-611,TX,Amarillo CoC,665,558,0,0,558,107,595,70,47,45,0,2018
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",281,231,28,0,259,22,202,79,75,4,,2014
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",238,190,0,5,195,43,212,26,19,15,13,2018
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",256,224,10,0,234,22,204,52,36,0,12,2016
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",226,169,0,0,169,57,182,44,118,6,,2012
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",234,213,0,0,213,21,170,64,65,10,16,2017
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",302,253,0,0,253,49,235,67,86,9,,2013
TX-624,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",267,227,20,0,247,20,178,89,80,1,13,2015
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",5308,1033,1971,13,3017,2291,3918,1390,769,644,,2014
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4609,1101,1558,0,2659,1950,3366,1243,600,563,29,2015
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",7187,1063,2280,20,3363,3824,5621,1566,1422,1162,,2012
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4143,1714,815,0,2529,1614,3162,981,669,443,2,2018
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",3605,1489,988,0,2477,1128,2670,935,539,405,3,2017
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",6359,1241,2127,13,3381,2978,4794,1565,1309,877,,2013
TX-700,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",4031,1478,1357,0,2835,1196,3055,976,516,523,17,2016
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",161,108,42,0,150,11,80,81,10,4,0,2016
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",197,126,0,0,126,71,122,75,10,0,0,2018
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",168,101,54,0,155,13,90,78,15,2,0,2015
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",188,100,38,0,138,50,120,68,23,12,,2014
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",102,89,0,0,89,13,76,26,14,0,0,2017
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",175,92,44,0,136,39,101,74,28,10,,2013
TX-701,TX,"Bryan, College Station/Brazos Valley CoC",308,151,40,0,191,117,198,110,50,7,,2012
UT-500,UT,Salt Lake City & County CoC,2463,1361,865,47,2273,190,1466,997,317,259,,2012
UT-500,UT,Salt Lake City & County CoC,1891,1434,400,0,1834,57,1260,631,164,275,0,2016
UT-500,UT,Salt Lake City & County CoC,2047,1621,265,0,1886,161,1348,699,143,177,6,2017
UT-500,UT,Salt Lake City & County CoC,2176,1411,653,22,2086,90,1346,830,182,288,0,2015
UT-500,UT,Salt Lake City & County CoC,2150,1362,631,47,2040,110,1332,818,369,275,,2014
UT-500,UT,Salt Lake City & County CoC,1804,1356,312,0,1668,136,1184,620,227,187,2,2018
UT-500,UT,Salt Lake City & County CoC,2133,1367,618,49,2034,99,1341,792,313,247,,2013
UT-503,UT,Utah Balance of State CoC,738,474,126,0,600,138,461,277,17,57,10,2016
UT-503,UT,Utah Balance of State CoC,646,415,133,0,548,98,357,289,46,40,0,2015
UT-503,UT,Utah Balance of State CoC,879,315,369,0,684,195,453,426,99,62,,2012
UT-503,UT,Utah Balance of State CoC,899,526,134,0,660,239,605,294,56,47,11,2018
UT-503,UT,Utah Balance of State CoC,634,477,81,0,558,76,416,218,34,40,22,2017
UT-503,UT,Utah Balance of State CoC,782,343,271,0,614,168,321,461,47,36,,2014
UT-503,UT,Utah Balance of State CoC,891,337,363,0,700,191,459,432,119,69,,2013
UT-504,UT,Provo/Mountainland CoC,185,49,46,0,95,90,130,55,27,9,,2012
UT-504,UT,Provo/Mountainland CoC,171,67,63,0,130,41,118,53,8,3,1,2017
UT-504,UT,Provo/Mountainland CoC,203,86,79,0,165,38,106,97,5,9,11,2015
UT-504,UT,Provo/Mountainland CoC,173,64,64,0,128,45,115,58,23,5,5,2018
UT-504,UT,Provo/Mountainland CoC,149,57,57,0,114,35,76,73,6,6,,2014
UT-504,UT,Provo/Mountainland CoC,178,76,61,0,137,41,107,71,9,3,8,2016
UT-504,UT,Provo/Mountainland CoC,253,69,56,0,125,128,159,94,22,11,,2013
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",662,231,266,12,509,153,573,89,76,94,0,2017
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",762,429,256,7,692,70,624,138,94,118,0,2016
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",881,463,349,13,825,56,704,177,58,109,,2013
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",609,406,93,6,505,104,485,124,90,92,0,2018
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",818,422,298,12,732,86,671,147,124,121,0,2015
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",846,414,351,16,781,65,674,172,74,137,,2014
VA-500,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",933,374,478,6,858,75,747,186,76,158,,2012
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",742,528,169,0,697,45,497,245,76,66,,2013
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",723,512,126,0,638,85,526,197,34,78,0,2016
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",703,535,99,0,634,69,572,131,82,86,0,2017
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",735,496,184,0,680,55,486,249,75,82,0,2015
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",773,597,96,0,693,80,562,211,90,77,0,2018
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",668,473,157,0,630,38,500,168,48,54,,2014
VA-501,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",652,414,153,0,567,85,456,196,83,77,,2012
VA-502,VA,"Roanoke City & County, Salem CoC",561,398,125,0,523,38,429,132,149,72,,2012
VA-502,VA,"Roanoke City & County, Salem CoC",442,342,83,0,425,17,315,127,91,70,,2013
VA-502,VA,"Roanoke City & County, Salem CoC",267,249,1,0,250,17,197,70,48,32,0,2017
VA-502,VA,"Roanoke City & County, Salem CoC",440,364,69,0,433,7,321,119,62,63,,2014
VA-502,VA,"Roanoke City & County, Salem CoC",317,306,0,0,306,11,228,89,36,37,0,2018
VA-502,VA,"Roanoke City & County, Salem CoC",390,366,12,0,378,12,260,130,80,45,0,2015
VA-502,VA,"Roanoke City & County, Salem CoC",308,290,11,0,301,7,218,90,73,45,0,2016
VA-503,VA,Virginia Beach CoC,456,192,197,0,389,67,256,200,93,78,,2013
VA-503,VA,Virginia Beach CoC,389,182,157,0,339,50,234,155,27,40,10,2016
VA-503,VA,Virginia Beach CoC,440,180,202,0,382,58,251,189,86,59,,2014
VA-503,VA,Virginia Beach CoC,440,170,179,0,349,91,244,196,62,65,,2012
VA-503,VA,Virginia Beach CoC,243,162,9,0,171,72,198,45,40,33,8,2018
VA-503,VA,Virginia Beach CoC,349,174,97,0,271,78,238,111,62,38,12,2017
VA-503,VA,Virginia Beach CoC,419,217,144,0,361,58,240,179,108,58,11,2015
VA-504,VA,Charlottesville CoC,204,128,50,0,178,26,141,63,32,12,,2014
VA-504,VA,Charlottesville CoC,185,113,47,0,160,25,127,58,33,12,0,2015
VA-504,VA,Charlottesville CoC,157,101,34,0,135,22,111,46,33,16,1,2016
VA-504,VA,Charlottesville CoC,195,128,39,0,167,28,153,42,65,16,,2013
VA-504,VA,Charlottesville CoC,191,125,39,0,164,27,151,40,76,12,,2012
VA-504,VA,Charlottesville CoC,160,115,22,0,137,23,119,41,55,9,0,2017
VA-504,VA,Charlottesville CoC,183,134,21,0,155,28,142,41,41,14,0,2018
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",520,328,100,22,450,70,351,169,47,96,0,2015
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",439,293,76,0,369,70,316,123,63,58,0,2018
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",512,335,74,23,432,80,352,160,75,68,0,2017
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",525,389,86,22,497,28,341,184,131,79,,2014
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",681,427,171,22,620,61,486,195,170,223,,2012
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",533,339,133,22,494,39,370,163,112,151,,2013
VA-505,VA,"Newport News, Hampton/Virginia Peninsula CoC",464,290,99,18,407,57,319,145,53,65,0,2016
VA-507,VA,Portsmouth CoC,174,91,36,0,127,47,107,67,32,9,0,2015
VA-507,VA,Portsmouth CoC,247,103,55,0,158,89,153,94,16,17,,2013
VA-507,VA,Portsmouth CoC,135,81,26,0,107,28,84,51,13,12,0,2018
VA-507,VA,Portsmouth CoC,160,69,48,0,117,43,108,52,13,16,,2014
VA-507,VA,Portsmouth CoC,151,67,29,0,96,55,115,36,12,11,0,2017
VA-507,VA,Portsmouth CoC,332,117,37,0,154,178,248,84,42,23,,2012
VA-507,VA,Portsmouth CoC,169,81,43,0,124,45,119,50,12,10,0,2016
VA-508,VA,Lynchburg CoC,125,94,6,0,100,25,92,33,27,9,0,2017
VA-508,VA,Lynchburg CoC,220,159,58,0,217,3,128,92,32,13,,2014
VA-508,VA,Lynchburg CoC,214,53,92,0,145,69,147,67,43,22,,2012
VA-508,VA,Lynchburg CoC,112,92,0,0,92,20,84,28,8,10,0,2018
VA-508,VA,Lynchburg CoC,174,92,61,0,153,21,125,49,17,12,0,2016
VA-508,VA,Lynchburg CoC,150,85,59,0,144,6,76,74,9,7,,2013
VA-508,VA,Lynchburg CoC,237,172,55,0,227,10,150,87,24,18,0,2015
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",313,244,18,0,262,51,182,131,80,26,,2012
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",249,237,0,0,237,12,170,79,53,13,,2014
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",304,260,16,0,276,28,217,87,42,15,0,2018
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",355,282,4,0,286,69,243,112,122,31,,2013
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",242,230,0,0,230,12,167,75,61,12,0,2015
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",268,261,0,0,261,7,173,95,69,10,0,2016
VA-513,VA,"Harrisburg, Winchester/Western Virginia CoC",280,251,10,0,261,19,195,85,44,10,0,2017
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",193,116,30,0,146,47,109,84,63,15,,2012
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",209,148,27,0,175,34,127,82,13,13,0,2016
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",217,154,25,0,179,38,123,94,51,13,0,2015
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",192,133,31,0,164,28,122,70,56,21,,2013
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",216,177,0,0,177,39,122,94,29,8,0,2017
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",201,140,31,0,171,30,118,83,45,18,,2014
VA-514,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",200,164,0,0,164,36,128,72,36,22,0,2018
VA-521,VA,Virginia Balance of State CoC,957,452,290,0,742,215,485,472,131,47,,2012
VA-521,VA,Virginia Balance of State CoC,718,442,111,0,553,165,421,297,38,36,0,2018
VA-521,VA,Virginia Balance of State CoC,773,542,92,0,634,139,431,342,90,38,0,2015
VA-521,VA,Virginia Balance of State CoC,654,392,106,0,498,156,394,260,58,29,0,2016
VA-521,VA,Virginia Balance of State CoC,715,398,176,0,574,141,322,393,83,36,,2013
VA-521,VA,Virginia Balance of State CoC,722,439,124,0,563,159,423,299,39,35,0,2017
VA-521,VA,Virginia Balance of State CoC,662,438,108,0,546,116,327,335,31,38,,2014
VA-600,VA,Arlington County CoC,451,179,138,3,320,131,263,188,175,24,,2012
VA-600,VA,Arlington County CoC,174,136,13,6,155,19,124,50,41,5,0,2016
VA-600,VA,Arlington County CoC,479,184,146,3,333,146,268,211,157,14,,2013
VA-600,VA,Arlington County CoC,239,184,10,6,200,39,164,75,70,19,0,2015
VA-600,VA,Arlington County CoC,291,172,62,6,240,51,178,113,74,21,,2014
VA-600,VA,Arlington County CoC,221,173,13,0,186,35,144,77,57,8,0,2018
VA-600,VA,Arlington County CoC,232,182,11,6,199,33,149,83,63,10,0,2017
VA-601,VA,Fairfax County CoC,964,637,219,0,856,108,492,472,150,34,3,2017
VA-601,VA,Fairfax County CoC,1534,685,663,8,1356,178,697,837,358,60,,2012
VA-601,VA,Fairfax County CoC,987,686,215,0,901,86,499,488,173,33,2,2018
VA-601,VA,Fairfax County CoC,1225,667,484,8,1159,66,530,695,198,51,,2014
VA-601,VA,Fairfax County CoC,1350,699,539,8,1246,104,603,747,253,57,,2013
VA-601,VA,Fairfax County CoC,1204,706,430,0,1136,68,489,715,219,46,1,2015
VA-601,VA,Fairfax County CoC,1059,590,395,0,985,74,484,575,149,37,1,2016
VA-602,VA,Loudoun County CoC,168,75,57,0,132,36,70,98,18,8,,2012
VA-602,VA,Loudoun County CoC,134,96,14,0,110,24,86,48,28,6,0,2018
VA-602,VA,Loudoun County CoC,172,58,75,0,133,39,80,92,20,5,0,2015
VA-602,VA,Loudoun County CoC,177,80,71,0,151,26,76,101,20,9,,2014
VA-602,VA,Loudoun County CoC,166,71,54,0,125,41,81,85,28,9,,2013
VA-602,VA,Loudoun County CoC,113,74,23,0,97,16,71,42,15,6,0,2017
VA-602,VA,Loudoun County CoC,134,70,45,0,115,19,65,69,16,4,0,2016
VA-603,VA,Alexandria CoC,226,164,35,12,211,15,142,84,60,8,0,2018
VA-603,VA,Alexandria CoC,224,153,47,12,212,12,129,95,47,5,0,2016
VA-603,VA,Alexandria CoC,267,165,69,10,244,23,179,88,63,18,,2014
VA-603,VA,Alexandria CoC,352,197,121,12,330,22,213,139,60,20,,2012
VA-603,VA,Alexandria CoC,267,179,56,9,244,23,159,108,54,12,0,2015
VA-603,VA,Alexandria CoC,275,163,71,12,246,29,185,90,74,11,,2013
VA-603,VA,Alexandria CoC,211,133,49,11,193,18,121,90,43,6,0,2017
